Text	POS	Dep	Head
côté	NOUN	nmod	Veille
,	PUNCT	punct	charge
je	PRON	nsubj	charge
me	PRON	expl:comp	charge
charge	VERB	ROOT	charge
de	ADP	case	autre
l'	DET	det	autre
autre	PRON	nmod	charge
.	PUNCT	punct	charge
--	PUNCT	punct	Bien
Bien	ADV	ROOT	Bien
.	PUNCT	punct	Bien
»	PUNCT	ROOT	»
Ils	PRON	nsubj	trouvaient
se	PRON	expl:comp	trouvaient
trouvaient	VERB	ROOT	trouvaient
tous	ADJ	amod	isolés
les	DET	det	isolés
deux	NUM	nummod	isolés
isolés	NOUN	obj	trouvaient
au	ADP	case	sommet
sommet	NOUN	obl:arg	trouvaient
d’	ADV	advmod	sommet
une	DET	det	maîtresse
maîtresse	NOUN	obj	sommet
branche	ADJ	amod	maîtresse
,	PUNCT	punct	maîtresse
poussée	VERB	acl:relcl	maîtresse
droit	ADJ	amod	poussée
au	ADP	case	milieu
milieu	NOUN	obl:mod	poussée
de	ADP	case	forêt
cette	DET	det	forêt
forêt	NOUN	nmod	milieu
qu’	PRON	nsubj	appelle
on	PRON	nsubj	appelle
appelle	VERB	acl:relcl	forêt
un	DET	det	baobab
baobab	NOUN	obj	appelle
;	PUNCT	punct	trouvaient
l'	DET	det	obscurité
obscurité	NOUN	nsubj:pass	profonde
accrue	VERB	acl	obscurité
par	ADP	case	épaisseur
l'	DET	det	épaisseur
épaisseur	NOUN	obl:agent	accrue
du	ADP	case	feuillage
feuillage	NOUN	nmod	épaisseur
était	AUX	aux:pass	profonde
profonde	VERB	ROOT	profonde
;	PUNCT	punct	profonde
cependant	ADV	advmod	Joe
Joe	ADJ	advcl	penchant
,	PUNCT	punct	penchant
se	PRON	expl:comp	penchant
penchant	VERB	advcl	dit
à	ADP	case	oreille
l'	DET	det	oreille
oreille	NOUN	obl:arg	penchant
de	ADP	case	Kennedy
Kennedy	PROPN	nmod	oreille
et	CCONJ	cc	indiquant
lui	PRON	iobj	indiquant
indiquant	VERB	conj	penchant
la	DET	det	partie
partie	NOUN	obj	indiquant
inférieure	ADJ	amod	partie
de	ADP	case	arbre
l'	DET	det	arbre
arbre	NOUN	nmod	partie
,	PUNCT	punct	dit
dit	VERB	ROOT	dit
:	PUNCT	punct	dit
«	VERB	ROOT	«
Des	DET	det	nègres
nègres	NOUN	nmod	«
.	PUNCT	punct	«
»	PUNCT	ROOT	»
Quelques	DET	det	mots
mots	NOUN	nsubj	parvinrent
échangés	ADJ	amod	mots
à	ADP	case	voix
voix	NOUN	obl:arg	échangés
basse	ADJ	amod	voix
parvinrent	VERB	ROOT	parvinrent
même	ADV	advmod	parvinrent
jusqu'	ADP	case	voyageurs
aux	ADP	case	voyageurs
deux	NUM	nummod	voyageurs
voyageurs	NOUN	obl:arg	parvinrent
.	PUNCT	punct	parvinrent
Joe	NOUN	ROOT	Joe
épaula	VERB	acl	Joe
son	DET	det	fusil
fusil	NOUN	obj	épaula
.	PUNCT	punct	Joe
«	NUM	ROOT	«
Attends	PROPN	nmod	«
,	PUNCT	punct	.
»	PUNCT	punct	,
dit	X	appos	»
Kennedy	PROPN	flat:name	dit
.	PUNCT	ROOT	.
Des	DET	det	sauvages
sauvages	NOUN	nsubj	avaient
avaient	VERB	ROOT	avaient
en	ADP	case	effet
effet	NOUN	obl:mod	avaient
escaladé	ADJ	amod	effet
le	DET	det	baobab
baobab	NOUN	amod	effet
;	PUNCT	punct	avaient
ils	PRON	nsubj	surgissaient
surgissaient	VERB	ROOT	surgissaient
de	ADP	case	parts
toutes	ADJ	amod	parts
parts	NOUN	obl:arg	surgissaient
,	PUNCT	punct	coulant
se	PRON	expl:comp	coulant
coulant	VERB	conj	surgissaient
sur	ADP	case	branches
les	DET	det	branches
branches	NOUN	obl:arg	coulant
comme	ADP	case	reptiles
des	DET	det	reptiles
reptiles	NOUN	nmod	branches
,	PUNCT	punct	coulant
gravissant	VERB	advcl	coulant
lentement	ADV	advmod	gravissant
,	PUNCT	punct	gravissant
mais	CCONJ	cc	sûrement
sûrement	ADV	conj	gravissant
;	PUNCT	punct	surgissaient
ils	PRON	nsubj	trahissaient
se	PRON	expl:comp	trahissaient
trahissaient	VERB	ROOT	trahissaient
alors	ADV	advmod	trahissaient
par	ADP	case	émanations
les	DET	det	émanations
émanations	NOUN	obl:agent	trahissaient
de	ADP	case	corps
leurs	DET	det	corps
corps	NOUN	nmod	émanations
frottés	VERB	acl	corps
d'	ADP	case	graisse
une	DET	det	graisse
graisse	NOUN	nmod	corps
infecte	ADJ	amod	graisse
.	PUNCT	punct	trahissaient
Bientôt	ADV	advmod	apparurent
deux	NUM	nummod	têtes
têtes	NOUN	nsubj	apparurent
apparurent	VERB	ROOT	apparurent
aux	ADP	case	regards
regards	NOUN	obl:arg	apparurent
de	ADP	case	Kennedy
Kennedy	PROPN	nmod	regards
et	CCONJ	cc	Joe
de	ADP	case	Joe
Joe	PROPN	conj	Kennedy
,	PUNCT	punct	apparurent
au	ADP	case	niveau
niveau	NOUN	obl:mod	apparurent
même	ADV	advmod	niveau
de	ADP	case	branche
la	DET	det	branche
branche	NOUN	nmod	niveau
qu'	PRON	obj	occupaient
ils	PRON	nsubj	occupaient
occupaient	VERB	acl:relcl	niveau
.	PUNCT	punct	apparurent
«	VERB	ROOT	«
Attention	PROPN	ROOT	Attention
,	PUNCT	punct	dit
dit	PROPN	ROOT	dit
Kennedy	PROPN	flat:name	dit
,	PUNCT	punct	feu
feu	NOUN	ROOT	feu
!	PUNCT	punct	feu
»	PUNCT	ROOT	»
La	DET	det	détonation
double	ADJ	amod	détonation
détonation	NOUN	ROOT	détonation
retentit	VERB	acl	détonation
comme	ADP	case	tonnerre
un	DET	det	tonnerre
tonnerre	NOUN	nmod	détonation
,	PUNCT	punct	détonation
et	CCONJ	cc	éteignit
s'	PRON	expl:pass	éteignit
éteignit	VERB	conj	détonation
au	ADP	case	milieu
milieu	NOUN	obl:arg	éteignit
des	ADP	case	cris
cris	NOUN	nmod	milieu
de	ADP	case	douleur
douleur	NOUN	nmod	cris
.	PUNCT	punct	détonation
En	ADP	case	moment
un	DET	det	moment
moment	NOUN	obl:mod	disparu
,	PUNCT	punct	disparu
toute	ADJ	amod	horde
la	DET	det	horde
horde	NOUN	nsubj	disparu
avait	AUX	aux:tense	disparu
disparu	VERB	ROOT	disparu
.	PUNCT	punct	disparu
Mais	CCONJ	cc	produit
,	PUNCT	punct	produit
au	ADP	case	milieu
milieu	NOUN	obl:mod	produit
des	ADP	case	hurlements
hurlements	NOUN	nmod	milieu
,	PUNCT	punct	produit
il	PRON	nsubj	produit
s'	PRON	expl:comp	produit
était	AUX	aux:tense	produit
produit	VERB	ROOT	produit
un	DET	det	étrange
cri	ADJ	amod	étrange
étrange	NOUN	obj	produit
,	PUNCT	punct	étrange
inattendu	ADJ	acl	étrange
,	PUNCT	punct	impossible
impossible	ADJ	conj	produit
!	PUNCT	punct	produit
Une	DET	det	voix
voix	NOUN	amod	humaine
humaine	ADJ	nsubj	proféré
avait	AUX	aux:tense	proféré
manifestement	ADV	advmod	proféré
proféré	VERB	ROOT	proféré
ces	DET	det	mots
mots	NOUN	obj	proféré
en	ADP	case	français
français	ADJ	nmod	mots
:	PUNCT	punct	proféré
«	VERB	ROOT	«
A	ADP	case	moi
moi	PRON	ROOT	moi
!	PUNCT	punct	moi
à	ADP	case	moi
moi	PRON	ROOT	moi
!	PUNCT	punct	moi
»	PUNCT	ROOT	»
Kennedy	PROPN	ROOT	Kennedy
et	CCONJ	cc	Joe
Joe	NOUN	conj	Kennedy
,	PUNCT	punct	Kennedy
stupéfaits	NOUN	amod	Kennedy
,	PUNCT	punct	regagnèrent
regagnèrent	VERB	conj	Kennedy
la	DET	det	nacelle
nacelle	NOUN	obj	regagnèrent
au	ADP	advmod	regagnèrent
plus	ADV	fixed	au
vite	ADV	fixed	au
.	PUNCT	punct	Kennedy
Avez	AUX	aux:tense	entendu
-vous	PRON	nsubj	entendu
entendu	VERB	ROOT	entendu
?	PUNCT	punct	entendu
leur	DET	obj	dit
dit	VERB	ROOT	dit
le	DET	det	docteur
docteur	NOUN	nsubj	dit
.	PUNCT	punct	dit
--	PUNCT	punct	doute
Sans	ADP	case	doute
doute	NOUN	ROOT	doute
!	PUNCT	punct	doute
ce	PRON	nsubj	surnaturel
cri	PRON	cop	surnaturel
surnaturel	NOUN	ROOT	surnaturel
:	PUNCT	punct	surnaturel
A	NOUN	case	moi
moi	PRON	obl:mod	surnaturel
!	PUNCT	punct	surnaturel
à	ADP	case	moi
moi	PRON	ROOT	moi
!	PUNCT	punct	moi
--	PUNCT	punct	Français
Un	DET	det	Français
Français	NOUN	ROOT	Français
aux	ADP	case	mains
mains	NOUN	nmod	Français
de	ADP	case	barbares
ces	DET	det	barbares
barbares	NOUN	nmod	mains
!	PUNCT	punct	Français
--	PUNCT	punct	voyageur
Un	DET	det	voyageur
voyageur	NOUN	ROOT	voyageur
!	PUNCT	punct	voyageur
--	PUNCT	punct	missionnaire
Un	DET	det	missionnaire
missionnaire	NOUN	ROOT	missionnaire
,	PUNCT	punct	missionnaire
peut-être	ADV	nmod	missionnaire
!	PUNCT	punct	missionnaire
--	PUNCT	nsubj	écria
Le	DET	det	malheureux
malheureux	NOUN	nsubj	écria
,	PUNCT	punct	écria
s'	PRON	expl:comp	écria
écria	VERB	ROOT	écria
le	DET	det	chasseur
chasseur	NOUN	obj	écria
?	PUNCT	punct	écria
on	PRON	nsubj	assassine
l'	DET	det	assassine
assassine	NOUN	dep	martyrise
,	PUNCT	punct	martyrise
on	PRON	nsubj	martyrise
le	PRON	obj	martyrise
martyrise	NOUN	ROOT	martyrise
!	PUNCT	punct	martyrise
»	PUNCT	ROOT	»
Le	DET	det	docteur
docteur	NOUN	nsubj	cherchait
cherchait	VERB	ROOT	cherchait
vainement	ADV	advmod	cherchait
à	ADP	mark	déguiser
déguiser	VERB	xcomp	cherchait
son	DET	det	émotion
émotion	NOUN	obj	déguiser
.	PUNCT	punct	cherchait
«	NOUN	ROOT	«
On	PRON	nsubj	peut
ne	ADV	advmod	peut
peut	VERB	ROOT	peut
en	PRON	iobj	douter
douter	VERB	xcomp	peut
,	PUNCT	punct	dit
dit	VERB	conj	peut
-il	PRON	nsubj	dit
.	PUNCT	punct	peut
Un	DET	det	Français
malheureux	NOUN	amod	Français
Français	NOUN	nsubj	tombé
est	AUX	cop	tombé
tombé	ADJ	ROOT	tombé
entre	ADP	case	mains
les	DET	det	mains
mains	NOUN	obl:mod	tombé
de	ADP	case	sauvages
ces	DET	det	sauvages
sauvages	NOUN	nmod	mains
Mais	CCONJ	cc	partirons
nous	PRON	nsubj	partirons
ne	ADV	advmod	partirons
partirons	VERB	conj	tombé
pas	ADV	advmod	partirons
sans	ADP	mark	fait
avoir	AUX	aux:tense	fait
fait	VERB	xcomp	partirons
tout	ADV	advmod	fait
au	ADP	case	monde
monde	NOUN	obl:arg	fait
pour	ADP	mark	sauver
le	DET	obj	sauver
sauver	VERB	advcl	partirons
.	PUNCT	punct	tombé
A	ADP	case	coups
nos	DET	det	coups
coups	NOUN	obl:mod	reconnu
de	ADP	case	fusil
fusil	NOUN	nmod	coups
,	PUNCT	punct	reconnu
il	PRON	nsubj	reconnu
aura	AUX	aux:tense	reconnu
reconnu	VERB	ROOT	reconnu
un	DET	det	secours
secours	NOUN	obj	reconnu
inespéré	ADJ	amod	secours
,	PUNCT	punct	reconnu
une	DET	det	intervention
intervention	NOUN	obj	reconnu
providentielle	ADJ	amod	intervention
.	PUNCT	punct	reconnu
Nous	PRON	nsubj	mentirons
ne	ADV	advmod	mentirons
mentirons	VERB	ROOT	mentirons
pas	ADV	advmod	mentirons
à	ADP	case	espérance
cette	DET	det	espérance
dernière	ADJ	amod	espérance
espérance	NOUN	obl:arg	mentirons
.	PUNCT	punct	mentirons
Est	VERB	ROOT	Est
-ce	PRON	nsubj	avis
votre	DET	det	avis
avis	NOUN	fixed	Est
?	PUNCT	punct	Est
--	PUNCT	punct	avis
C'	PRON	nsubj	avis
est	AUX	cop	avis
notre	DET	det	avis
avis	NOUN	ROOT	avis
,	PUNCT	punct	Samuel
Samuel	PROPN	conj	avis
,	PUNCT	punct	avis
et	CCONJ	cc	prêts
nous	PRON	nsubj	prêts
sommes	AUX	cop	prêts
prêts	ADJ	conj	avis
à	ADP	case	t’
t’	PRON	obl:mod	prêts
obéir	NOUN	conj	prêts
.	PUNCT	punct	avis
--	PUNCT	punct	Combinons
Combinons	NOUN	obl:mod	chercherons
donc	ADV	advmod	Combinons
nos	DET	det	manœuvres
manœuvres	NOUN	obj	Combinons
,	PUNCT	punct	Combinons
et	CCONJ	cc	matin
dès	ADP	case	matin
le	DET	det	matin
matin	NOUN	conj	Combinons
,	PUNCT	punct	chercherons
nous	PRON	nsubj	chercherons
chercherons	VERB	ROOT	chercherons
à	ADP	punct	chercherons
l'	DET	det	enlever
enlever	NOUN	ROOT	enlever
.	PUNCT	punct	enlever
--	PUNCT	punct	écarterons
Mais	CCONJ	cc	écarterons
comment	ADV	advmod	écarterons
écarterons	VERB	ROOT	écarterons
-nous	PRON	nsubj	écarterons
ces	DET	det	misérables
misérables	NOUN	obj	écarterons
nègres	ADJ	amod	misérables
?	PUNCT	punct	écarterons
Demanda	NOUN	ROOT	Demanda
Kennedy	PROPN	flat:name	Demanda
.	PUNCT	punct	Demanda
--	PUNCT	punct	évident
Il	PRON	expl:subj	évident
est	AUX	cop	évident
évident	ADJ	advmod	dit
pour	ADP	case	moi
moi	PRON	obl:arg	évident
,	PUNCT	punct	dit
dit	VERB	ROOT	dit
le	DET	det	docteur
docteur	NOUN	obj	dit
,	PUNCT	punct	dit
à	ADP	case	manière
la	DET	det	manière
manière	NOUN	obl:mod	dit
dont	PRON	iobj	déguerpi
ils	PRON	nsubj	déguerpi
ont	AUX	aux:tense	déguerpi
déguerpi	VERB	acl:relcl	manière
,	PUNCT	punct	dit
qu'	SCONJ	mark	connaissent
ils	PRON	nsubj	connaissent
ne	ADV	advmod	connaissent
connaissent	VERB	ccomp	dit
pas	ADV	advmod	connaissent
les	DET	det	armes
armes	NOUN	obj	connaissent
à	ADP	case	feu
feu	NOUN	nmod	armes
;	PUNCT	punct	dit
nous	PRON	nsubj	devrons
devrons	VERB	ROOT	devrons
donc	ADV	advmod	devrons
profiter	VERB	xcomp	devrons
de	ADP	case	épouvante
leur	DET	det	épouvante
épouvante	NOUN	obl:arg	profiter
;	PUNCT	punct	devrons
mais	CCONJ	cc	faut
il	PRON	expl:subj	faut
faut	VERB	ROOT	faut
attendre	VERB	xcomp	faut
le	DET	det	jour
jour	NOUN	obj	attendre
avant	ADP	mark	agir
d'	ADP	mark	agir
agir	VERB	obl:mod	attendre
,	PUNCT	punct	attendre
et	CCONJ	cc	formerons
nous	PRON	nsubj	formerons
formerons	VERB	conj	attendre
notre	DET	det	plan
plan	NOUN	obj	formerons
de	ADP	case	sauvetage
sauvetage	NOUN	nmod	plan
d'	ADP	case	disposition
après	ADP	fixed	d'
la	DET	det	disposition
disposition	NOUN	nmod	plan
des	ADP	case	lieux
lieux	NOUN	nmod	disposition
.	PUNCT	punct	faut
Ce	DET	nsubj	pauvre
pauvre	NOUN	nsubj	doit
malheureux	ADJ	advmod	pauvre
ne	ADV	advmod	doit
doit	VERB	ROOT	doit
pas	ADV	advmod	doit
être	AUX	xcomp	doit
loin	ADV	advmod	être
,	PUNCT	punct	dit
dit	VERB	dep	doit
Joe	ADJ	nsubj	dit
,	PUNCT	punct	doit
car	CCONJ	dep	doit
...	PUNCT	punct	doit
--	PUNCT	punct	moi
A	AUX	case	moi
moi	PRON	ROOT	moi
!	PUNCT	punct	moi
à	ADP	case	moi
moi	PRON	ROOT	moi
!	PUNCT	punct	moi
répéta	VERB	ROOT	répéta
la	DET	det	voix
voix	NOUN	obj	répéta
plus	ADV	advmod	affaiblie
affaiblie	ADJ	amod	voix
.	PUNCT	punct	répéta
--	PUNCT	punct	barbares
Les	DET	det	barbares
barbares	NOUN	ROOT	barbares
!	PUNCT	punct	barbares
s'	PRON	expl:comp	écria
écria	VERB	ROOT	écria
Joe	NOUN	obj	écria
palpitant	ADJ	amod	Joe
.	PUNCT	punct	écria
Mais	CCONJ	cc	nuit
s'	SCONJ	case	nuit
ils	PRON	nsubj	le
le	DET	det	tuent
tuent	ADV	dep	s'
cette	DET	det	nuit
nuit	NOUN	ROOT	nuit
?	PUNCT	punct	nuit
--	PUNCT	punct	Entends
Entends	PROPN	ROOT	Entends
-	PRON	nmod	Entends
tu	NOUN	nmod	Entends
,	PUNCT	punct	Samuel
Samuel	PROPN	conj	tu
,	PUNCT	punct	Entends
reprit	VERB	conj	Entends
Kennedy	PROPN	xcomp	reprit
en	ADP	mark	saisissant
saisissant	VERB	advcl	reprit
la	DET	det	main
main	NOUN	obj	saisissant
du	ADP	case	docteur
docteur	NOUN	nmod	main
,	PUNCT	punct	Entends
s'	SCONJ	case	nuit
ils	PRON	nsubj	le
le	DET	amod	nuit
tuent	ADV	fixed	le
cette	DET	det	nuit
nuit	NOUN	ROOT	nuit
?	PUNCT	punct	nuit
--	PUNCT	nsubj	probable
Ce	PRON	nsubj	probable
n'	ADV	advmod	probable
est	AUX	cop	probable
pas	ADV	advmod	probable
probable	ADJ	ROOT	probable
,	PUNCT	punct	probable
mes	DET	det	amis
amis	NOUN	obj	probable
;	PUNCT	punct	probable
ces	DET	det	peuplades
peuplades	NOUN	nsubj	font
sauvages	ADJ	amod	peuplades
font	VERB	ROOT	font
mourir	VERB	xcomp	font
leurs	DET	det	prisonniers
prisonniers	NOUN	obj	mourir
au	ADP	case	jour
grand	ADJ	amod	jour
jour	NOUN	nmod	prisonniers
;	PUNCT	punct	font
il	PRON	expl:subj	faut
leur	PRON	expl:comp	faut
faut	NOUN	ROOT	faut
du	ADP	case	soleil
soleil	NOUN	nmod	faut
!	PUNCT	punct	faut
--	PUNCT	nsubj	profitais
Si	SCONJ	mark	profitais
je	PRON	nsubj	profitais
profitais	VERB	ROOT	profitais
de	ADP	case	nuit
la	DET	det	nuit
nuit	NOUN	obl:mod	dit
,	PUNCT	punct	dit
dit	VERB	ccomp	profitais
l'	DET	det	Écossais
Écossais	NOUN	obj	dit
,	PUNCT	punct	dit
pour	ADP	mark	glisser
me	PRON	iobj	glisser
glisser	VERB	advcl	dit
vers	ADP	case	malheureux
ce	DET	det	malheureux
malheureux	NOUN	obl:mod	glisser
?	PUNCT	punct	profitais
--	PUNCT	punct	accompagne
Je	PRON	nsubj	accompagne
vous	PRON	iobj	accompagne
accompagne	VERB	ROOT	accompagne
,	PUNCT	punct	accompagne
Monsieur	NOUN	obl:mod	accompagne
Dick	PROPN	flat:name	Monsieur
--	PUNCT	punct	Arrêtez
Arrêtez	PROPN	ROOT	Arrêtez
mes	DET	det	amis
amis	NOUN	obj	Arrêtez
!	PUNCT	punct	Arrêtez
arrêtez	VERB	ROOT	arrêtez
!	PUNCT	punct	arrêtez
Ce	DET	det	fait
dessein	ADJ	nmod	fait
fait	NOUN	ROOT	fait
honneur	NOUN	amod	fait
à	ADP	case	cœur
votre	DET	det	cœur
cœur	NOUN	nmod	fait
et	CCONJ	cc	courage
à	ADP	case	courage
votre	DET	det	courage
courage	NOUN	conj	cœur
;	PUNCT	punct	fait
mais	CCONJ	cc	exposeriez
vous	PRON	nsubj	exposeriez
nous	PRON	iobj	exposeriez
exposeriez	VERB	ROOT	exposeriez
tous	ADJ	advmod	exposeriez
,	PUNCT	punct	exposeriez
et	CCONJ	cc	nuiriez
vous	PRON	nsubj	nuiriez
nuiriez	VERB	conj	exposeriez
plus	ADV	advmod	encore
encore	ADV	advmod	nuiriez
à	ADP	case	celui
celui	PRON	xcomp	nuiriez
que	PRON	dep	voulons
nous	PRON	nsubj	voulons
voulons	VERB	acl:relcl	celui
sauver	VERB	xcomp	voulons
.	PUNCT	punct	exposeriez
--	PUNCT	ROOT	--
Pourquoi	ADV	dep	--
cela	PRON	dep	--
?	PUNCT	punct	--
reprit	NOUN	ROOT	reprit
Kennedy	PROPN	flat:name	reprit
.	PUNCT	punct	reprit
Ces	DET	det	sauvages
sauvages	NOUN	nsubj	effrayés
sont	AUX	cop	effrayés
effrayés	ADJ	ROOT	effrayés
,	PUNCT	punct	effrayés
dispersés	VERB	advcl	effrayés
!	PUNCT	punct	effrayés
Ils	PRON	nsubj	reviendront
ne	ADV	advmod	reviendront
reviendront	VERB	ROOT	reviendront
pas	ADV	advmod	reviendront
.	PUNCT	punct	reviendront
Dick	PROPN	obl:mod	t'
,	PUNCT	punct	t'
je	PRON	punct	t'
t'	PRON	ROOT	t'
en	ADP	case	supplie
supplie	NOUN	obl:arg	t'
,	PUNCT	punct	supplie
obéis	NOUN	nmod	supplie
-moi	PRON	dep	obéis
;	PUNCT	punct	t'
j'	PRON	nsubj	agis
agis	VERB	ROOT	agis
pour	ADP	case	commun
le	DET	det	commun
salut	ADJ	amod	commun
commun	ADJ	obl:arg	agis
;	PUNCT	punct	agis
si	SCONJ	mark	laissais
,	PUNCT	punct	laissais
par	ADP	case	hasard
hasard	NOUN	obl:mod	laissais
,	PUNCT	punct	laissais
tu	VERB	mark	laissais
te	PRON	aux:tense	laissais
laissais	VERB	advcl	perdu
surprendre	ADJ	xcomp	laissais
,	PUNCT	punct	laissais
tout	ADJ	nsubj:pass	perdu
serait	AUX	cop	perdu
perdu	NOUN	ROOT	perdu
!	PUNCT	punct	perdu
--	PUNCT	ROOT	--
Mais	CCONJ	cc	infortuné
cet	DET	det	infortuné
infortuné	NOUN	conj	--
qui	PRON	nsubj	attend
attend	VERB	acl:relcl	infortuné
,	PUNCT	punct	infortuné
qui	PRON	nsubj	espère
espère	VERB	acl:relcl	infortuné
!	PUNCT	punct	--
Rien	PRON	nsubj	répond
ne	ADV	advmod	répond
lui	PRON	iobj	répond
répond	VERB	ROOT	répond
!	PUNCT	punct	répond
Personne	NOUN	nsubj	vient
ne	ADV	advmod	vient
vient	VERB	ROOT	vient
à	ADP	case	secours
son	DET	det	secours
secours	NOUN	obl:arg	vient
!	PUNCT	punct	vient
Il	PRON	nsubj	doit
doit	VERB	ROOT	doit
croire	VERB	xcomp	doit
que	SCONJ	mark	abusés
ses	DET	det	sens
sens	NOUN	nsubj:pass	abusés
ont	AUX	aux:tense	abusés
été	AUX	aux:pass	abusés
abusés	VERB	ccomp	croire
,	PUNCT	punct	abusés
qu'	SCONJ	mark	entendu
il	PRON	expl:subj	entendu
n'	ADV	advmod	entendu
a	AUX	aux:tense	entendu
rien	PRON	nsubj	entendu
entendu	VERB	ccomp	abusés
!	PUNCT	punct	doit
...	PUNCT	ROOT	...
--	PUNCT	punct	peut
On	PRON	nsubj	peut
peut	VERB	ROOT	peut
le	PRON	obj	rassurer
rassurer	VERB	xcomp	peut
,	PUNCT	punct	dit
»	PUNCT	punct	dit
dit	VERB	conj	peut
le	DET	det	docteur
docteur	NOUN	obj	dit
Fergusson	PROPN	nmod	docteur
.	PUNCT	punct	peut
Et	CCONJ	cc	debout
debout	ADV	ROOT	debout
,	PUNCT	punct	écria
au	ADP	case	milieu
milieu	NOUN	obl:mod	écria
de	ADP	case	obscurité
l'	DET	det	obscurité
obscurité	NOUN	nmod	milieu
,	PUNCT	punct	milieu
faisant	VERB	acl	milieu
de	ADP	case	mains
ses	DET	det	mains
mains	NOUN	obl:arg	faisant
un	DET	det	porte-voix
porte-voix	NOUN	nmod	mains
,	PUNCT	punct	écria
il	PRON	expl:subj	écria
s'	PRON	expl:comp	écria
écria	VERB	xcomp	debout
avec	ADP	case	énergie
énergie	NOUN	obl:mod	écria
dans	ADP	case	langue
la	DET	det	langue
langue	NOUN	obl:mod	écria
de	ADP	case	étranger
l'	DET	det	étranger
étranger	VERB	nmod	langue
:	PUNCT	punct	écria
«	ADJ	ROOT	«
Qui	PRON	nmod	confiance
que	PRON	mark	soyez
vous	PRON	nsubj	soyez
soyez	PROPN	acl:relcl	Qui
,	PUNCT	punct	Qui
ayez	VERB	cop	confiance
confiance	NOUN	ROOT	confiance
!	PUNCT	punct	confiance
Trois	NUM	nummod	amis
amis	NOUN	ROOT	amis
veillent	ADV	amod	amis
sur	ADP	case	vous
vous	PRON	nmod	amis
!	PUNCT	punct	amis
»	PUNCT	ROOT	»
Un	DET	det	hurlement
hurlement	NOUN	nsubj	répondit
terrible	ADJ	amod	hurlement
lui	PRON	iobj	répondit
répondit	VERB	ROOT	répondit
,	PUNCT	punct	répondit
étouffant	VERB	acl	répondit
sans	ADP	case	doute
doute	NOUN	obl:mod	étouffant
la	DET	det	réponse
réponse	NOUN	obj	étouffant
du	ADP	case	prisonnier
prisonnier	NOUN	nmod	réponse
.	PUNCT	punct	répondit
«	ADJ	ROOT	«
On	CCONJ	nmod	égorge
l'	DET	det	égorge
égorge	NOUN	ROOT	égorge
!	PUNCT	punct	égorge
on	PRON	nsubj	va
va	VERB	ROOT	va
l'	DET	obj	égorger
égorger	VERB	xcomp	va
!	PUNCT	punct	va
s'	PRON	expl:comp	écria
écria	NOUN	ROOT	écria
Kennedy	PROPN	flat:name	écria
.	PUNCT	punct	écria
Notre	DET	det	intervention
intervention	NOUN	nsubj	servi
n'	ADV	advmod	servi
aura	AUX	aux:tense	servi
servi	VERB	ROOT	servi
qu'	SCONJ	mark	hâter
à	ADP	mark	hâter
hâter	VERB	xcomp	servi
l'	DET	det	heure
heure	NOUN	obj	hâter
de	ADP	case	supplice
son	DET	det	supplice
supplice	NOUN	nmod	heure
!	PUNCT	punct	servi
Il	PRON	expl:subj	faut
faut	VERB	ROOT	faut
agir	VERB	xcomp	faut
!	PUNCT	punct	faut
--	PUNCT	ROOT	--
Mais	CCONJ	cc	Dick
comment	ADV	advmod	Dick
,	PUNCT	punct	Dick
Dick	PROPN	conj	--
!	PUNCT	punct	Dick
Que	PRON	det	prétends
prétends	NOUN	ROOT	prétends
-	PRON	nmod	prétends
tu	ADV	obj	faire
faire	VERB	xcomp	prétends
au	ADP	case	milieu
milieu	NOUN	obl:mod	faire
de	ADP	case	obscurité
cette	DET	det	obscurité
obscurité	NOUN	nmod	milieu
?	PUNCT	punct	prétends
--	PUNCT	punct	Oh
Oh	NOUN	ROOT	Oh
!	PUNCT	punct	Oh
s'	SCONJ	mark	faisait
il	PRON	nsubj	faisait
faisait	VERB	ROOT	faisait
jour	NOUN	obj	faisait
!	PUNCT	punct	faisait
s'	PRON	expl:comp	écria
écria	VERB	ROOT	écria
Joe	ADJ	amod	écria
.	PUNCT	punct	écria
--	PUNCT	punct	faisait
Eh	PROPN	advmod	faisait
bien	ADV	fixed	Eh
,	PUNCT	punct	faisait
s'	SCONJ	mark	faisait
il	PRON	nsubj	faisait
faisait	VERB	ROOT	faisait
jour	NOUN	obj	faisait
?	PUNCT	punct	faisait
demanda	VERB	xcomp	faisait
le	DET	det	docteur
docteur	NOUN	obj	demanda
d'	ADP	case	ton
un	DET	det	ton
ton	NOUN	nmod	docteur
singulier	ADJ	amod	ton
.	PUNCT	punct	faisait
--	PUNCT	punct	répondit
Rien	PROPN	nsubj	répondit
de	ADP	case	simple
plus	ADV	advmod	simple
simple	ADJ	amod	Rien
,	PUNCT	punct	Samuel
Samuel	PROPN	conj	Rien
,	PUNCT	punct	répondit
répondit	VERB	ROOT	répondit
le	DET	det	chasseur
chasseur	NOUN	obj	répondit
.	PUNCT	punct	répondit
Je	PRON	nsubj	descendrais
descendrais	VERB	ROOT	descendrais
à	ADP	case	terre
terre	NOUN	obl:arg	descendrais
et	CCONJ	cc	disperserais
je	PRON	nsubj	disperserais
disperserais	VERB	conj	descendrais
cette	DET	det	canaille
canaille	NOUN	obj	disperserais
à	ADP	case	coups
coups	NOUN	obl:mod	disperserais
de	ADP	case	fusil
