Text	POS	Dep	Head
le	DET	det	Français
Français	NOUN	nsubj	montra
ne	ADV	advmod	montra
se	PRON	expl:comp	montra
montra	VERB	ROOT	montra
pas	ADV	advmod	montra
,	PUNCT	punct	montra
et	CCONJ	cc	tenait
,	PUNCT	punct	tenait
sans	ADP	case	doute
doute	NOUN	obl:mod	tenait
,	PUNCT	punct	tenait
l'	DET	det	abrutissant
abrutissant	VERB	nsubj	tenait
narcotique	ADJ	amod	abrutissant
le	DET	det	tenait
tenait	NOUN	conj	montra
encore	ADV	advmod	tenait
sous	ADP	case	influence
son	DET	det	influence
influence	NOUN	nmod	tenait
.	PUNCT	punct	montra
Enfin	ADV	advmod	passa
,	PUNCT	punct	passa
le	DET	det	patron
patron	NOUN	nsubj	passa
John	PROPN	appos	patron
Bunsby	PROPN	flat:name	John
passa	VERB	advcl	élança
au	ADP	case	large
large	NOUN	obl:arg	passa
,	PUNCT	punct	passa
et	CCONJ	cc	Tankadère
la	DET	det	Tankadère
Tankadère	NOUN	conj	passa
,	PUNCT	punct	Tankadère
prenant	VERB	acl	Tankadère
le	DET	det	vent
vent	NOUN	obj	prenant
sous	ADP	case	brigantine
sa	DET	det	brigantine
brigantine	NOUN	obl:arg	prenant
,	PUNCT	punct	élança
sa	DET	det	misaine
misaine	NOUN	nsubj	élança
et	CCONJ	cc	focs
ses	DET	det	focs
focs	NOUN	conj	misaine
,	PUNCT	punct	élança
s'	PRON	expl:comp	élança
élança	VERB	ROOT	élança
en	ADP	mark	bondissant
bondissant	VERB	xcomp	élança
sur	ADP	case	flots
les	DET	det	flots
flots	NOUN	obl:arg	bondissant
.	PUNCT	punct	élança
                               	SPACE	ROOT	                               
XXI	NOUN	ROOT	XXI
                       	SPACE	ROOT	                       
--------------------	PUNCT	ROOT	--------------------
            	SPACE	ROOT	            
OÙ	PRON	nmod	PATRON
LE	DET	det	PATRON
PATRON	NOUN	ROOT	PATRON
DE	ADP	case	LA
LA	DET	nmod	PATRON
«	NOUN	nmod	LA
TANKADÈRE	PROPN	ROOT	TANKADÈRE
»	PUNCT	punct	TANKADÈRE
RISQUE	NOUN	ROOT	RISQUE
FORT	ADV	ROOT	FORT
             	SPACE	ROOT	             
DE	ADP	case	PERDRE
PERDRE	NOUN	ROOT	PERDRE
UNE	DET	det	PRIME
PRIME	NOUN	nmod	PERDRE
DE	ADP	case	DEUX
DEUX	NUM	nummod	CENTS
CENTS	NOUN	ROOT	CENTS
LIVRES	NOUN	ROOT	LIVRES
C'	PRON	nsubj	aventureuse
était	AUX	cop	aventureuse
une	DET	det	aventureuse
aventureuse	NOUN	ROOT	aventureuse
expédition	ADJ	amod	aventureuse
que	SCONJ	mark	navigation
cette	DET	det	navigation
navigation	NOUN	dep	aventureuse
de	ADP	case	cents
huit	NUM	nummod	cents
cents	NOUN	nmod	navigation
milles	ADJ	amod	cents
,	PUNCT	punct	navigation
sur	ADP	case	embarcation
une	DET	det	embarcation
embarcation	NOUN	nmod	navigation
de	ADP	case	tonneaux
vingt	NUM	nummod	tonneaux
tonneaux	NOUN	nmod	embarcation
,	PUNCT	punct	embarcation
et	CCONJ	cc	époque
surtout	ADV	advmod	époque
à	ADP	case	époque
cette	DET	det	époque
époque	NOUN	conj	embarcation
de	ADP	case	année
l'	DET	det	année
année	NOUN	nmod	époque
.	PUNCT	punct	aventureuse
Elles	PRON	nsubj:pass	mauvaises
sont	AUX	cop	mauvaises
généralement	ADV	advmod	mauvaises
mauvaises	VERB	ROOT	mauvaises
,	PUNCT	punct	mauvaises
ces	DET	det	mers
mers	NOUN	dep	,
de	ADP	case	Chine
la	DET	det	Chine
Chine	PROPN	nmod	mers
,	PUNCT	punct	mers
exposées	VERB	acl	mers
à	ADP	case	coups
des	DET	det	coups
coups	NOUN	obl:mod	exposées
de	ADP	case	vent
vent	ADV	nmod	coups
terribles	ADJ	amod	vent
,	PUNCT	punct	mers
principalement	ADV	advmod	équinoxes
pendant	ADP	case	équinoxes
les	DET	det	équinoxes
équinoxes	NOUN	nmod	mers
,	PUNCT	punct	mers
et	CCONJ	cc	jours
on	PRON	nsubj	jours
était	AUX	cop	jours
encore	ADV	advmod	était
aux	ADP	case	jours
premiers	ADJ	amod	jours
jours	NOUN	conj	mers
de	ADP	case	novembre
novembre	NOUN	nmod	jours
.	PUNCT	punct	mauvaises
C'	PRON	advmod	avantage
eût	ADV	fixed	C'
été	AUX	cop	avantage
,	PUNCT	punct	été
bien	ADV	advmod	évidemment
évidemment	ADV	advmod	avantage
,	PUNCT	punct	avantage
l'	DET	det	avantage
avantage	NOUN	ROOT	avantage
du	ADP	case	pilote
pilote	NOUN	nmod	avantage
de	ADP	mark	conduire
conduire	VERB	acl	avantage
ses	DET	det	passagers
passagers	NOUN	obj	conduire
jusqu'	ADP	case	Yokohama
à	ADP	case	Yokohama
Yokohama	PROPN	obl:mod	conduire
,	PUNCT	punct	avantage
puisqu'	SCONJ	mark	payé
il	PRON	nsubj	payé
était	AUX	aux:pass	payé
payé	VERB	advcl	avantage
tant	ADV	advmod	jour
par	ADP	case	jour
jour	NOUN	obl:mod	payé
.	PUNCT	punct	avantage
Mais	CCONJ	cc	grande
son	DET	det	imprudence
imprudence	NOUN	nsubj:pass	grande
aurait	AUX	aux:tense	grande
été	AUX	aux:pass	grande
grande	ADJ	ROOT	grande
de	ADP	mark	tenter
tenter	VERB	xcomp	grande
une	DET	det	traversée
telle	ADJ	amod	traversée
traversée	VERB	obj	tenter
dans	ADP	case	conditions
ces	DET	det	conditions
conditions	NOUN	obl:mod	traversée
,	PUNCT	punct	grande
et	CCONJ	cc	faire
c'	PRON	expl:subj	faire
était	AUX	aux:tense	faire
déjà	ADV	advmod	faire
faire	VERB	conj	grande
acte	NOUN	obj	faire
d'	ADP	case	audace
audace	NOUN	nmod	acte
,	PUNCT	punct	acte
sinon	NOUN	advmod	faire
de	ADP	case	témérité
témérité	NOUN	nmod	sinon
,	PUNCT	punct	faire
que	ADV	mark	remonter
de	ADP	mark	remonter
remonter	VERB	ccomp	faire
jusqu'	ADP	case	Shangaï
à	ADP	case	Shangaï
Shangaï	PROPN	obl:arg	remonter
.	PUNCT	punct	grande
Mais	CCONJ	advmod	avait
John	PROPN	nsubj	avait
Bunsby	PROPN	flat:name	John
avait	AUX	ROOT	avait
confiance	NOUN	obj	avait
en	ADP	case	Tankadère
sa	DET	det	Tankadère
Tankadère	NOUN	obl:arg	avait
,	PUNCT	punct	Tankadère
qui	PRON	nsubj	élevait
s'	PRON	expl:comp	élevait
élevait	VERB	acl:relcl	Tankadère
à	ADP	case	lame
la	DET	det	lame
lame	NOUN	obl:arg	élevait
comme	ADP	case	mauve
une	DET	det	mauve
mauve	NOUN	obl:mod	élevait
,	PUNCT	punct	avait
et	CCONJ	cc	avait
peut-être	ADV	advmod	avait
n'	ADV	advmod	avait
avait	AUX	conj	avait
-il	PRON	dep	avait
pas	ADV	advmod	avait
tort	ADV	obj	avait
.	PUNCT	punct	avait
Pendant	ADP	case	heures
les	DET	det	heures
dernières	ADJ	amod	heures
heures	NOUN	obl:mod	comporta
de	ADP	case	journée
cette	DET	det	journée
journée	NOUN	nmod	heures
,	PUNCT	punct	heures
la	DET	det	Tankadère
Tankadère	NOUN	nmod	heures
navigua	ADJ	amod	Tankadère
dans	ADP	case	passes
les	DET	det	passes
passes	NOUN	nmod	Tankadère
capricieuses	ADJ	amod	passes
de	ADP	case	Hong
Hong	PROPN	nmod	passes
-	PROPN	nmod	passes
Kong	PROPN	nmod	passes
,	PUNCT	punct	Tankadère
et	CCONJ	cc	allures
sous	ADP	case	allures
toutes	ADJ	amod	allures
les	DET	det	allures
allures	NOUN	conj	Tankadère
,	PUNCT	punct	Tankadère
au	ADP	advmod	Tankadère
plus	ADV	fixed	au
près	ADV	fixed	au
ou	CCONJ	cc	arrière
vent	ADV	advmod	arrière
arrière	ADJ	fixed	au
,	PUNCT	punct	comporta
elle	PRON	nsubj	comporta
se	PRON	expl:comp	comporta
comporta	VERB	ROOT	comporta
admirablement	ADV	advmod	comporta
.	PUNCT	punct	comporta
«	NOUN	ROOT	«
Je	PRON	nsubj	ai
n'	ADV	advmod	ai
ai	VERB	ROOT	ai
pas	ADV	advmod	ai
besoin	NOUN	obj	ai
,	PUNCT	punct	ai
pilote	NOUN	obl:mod	ai
,	PUNCT	punct	dit
dit	VERB	conj	ai
Phileas	PROPN	nsubj	dit
Fogg	PROPN	obj	ai
au	ADP	case	moment
moment	NOUN	obl:mod	ai
où	PRON	iobj	pleine
la	DET	det	goélette
goélette	NOUN	nsubj	pleine
donnait	AUX	cop	pleine
en	ADP	case	pleine
pleine	NOUN	obj	ai
mer	SCONJ	amod	pleine
,	PUNCT	punct	recommander
de	ADP	mark	recommander
vous	PRON	iobj	recommander
recommander	VERB	xcomp	ai
toute	ADJ	amod	diligence
la	DET	det	diligence
diligence	NOUN	obj	recommander
possible	ADJ	amod	diligence
.	PUNCT	punct	ai
--	PUNCT	punct	répondit
Que	SCONJ	mark	rapporte
Votre	DET	det	Honneur
Honneur	NOUN	nsubj	rapporte
s'	PRON	expl:comp	rapporte
en	ADP	case	rapporte
rapporte	NOUN	dep	--
à	ADP	case	moi
moi	PRON	nmod	rapporte
,	PUNCT	punct	répondit
répondit	NOUN	ROOT	répondit
John	PROPN	nmod	répondit
Bunsby	PROPN	flat:name	John
.	PUNCT	punct	répondit
En	ADP	case	fait
fait	NOUN	obl:mod	portons
de	ADP	case	voiles
voiles	NOUN	nmod	fait
,	PUNCT	punct	portons
nous	PRON	nsubj	portons
portons	VERB	ROOT	portons
tout	ADV	amod	ce
ce	PRON	obj	portons
que	PRON	obj	permet
le	DET	det	permet
vent	NOUN	iobj	permet
permet	VERB	acl:relcl	ce
de	ADP	mark	porter
porter	VERB	xcomp	permet
.	PUNCT	punct	portons
Nos	DET	det	flèches
flèches	NOUN	nsubj	ajouteraient
n'	ADV	advmod	ajouteraient
y	PRON	iobj	ajouteraient
ajouteraient	VERB	ROOT	ajouteraient
rien	PRON	obj	ajouteraient
,	PUNCT	punct	ajouteraient
et	CCONJ	cc	serviraient
ne	ADV	advmod	serviraient
serviraient	VERB	conj	ajouteraient
qu'	SCONJ	mark	assommer
à	ADP	mark	assommer
assommer	VERB	xcomp	serviraient
l'	DET	det	embarcation
embarcation	NOUN	obj	assommer
en	ADP	case	nuisant
nuisant	VERB	acl	embarcation
à	ADP	case	marche
sa	DET	det	marche
marche	NOUN	obl:arg	nuisant
.	PUNCT	punct	ajouteraient
--	PUNCT	punct	métier
C'	PRON	nsubj	métier
est	AUX	cop	métier
votre	DET	det	métier
métier	NOUN	ROOT	métier
,	PUNCT	punct	métier
et	CCONJ	cc	mien
non	ADV	advmod	mien
le	DET	det	mien
mien	NOUN	conj	métier
,	PUNCT	punct	pilote
pilote	NOUN	conj	métier
,	PUNCT	punct	métier
et	CCONJ	cc	fie
je	PRON	nsubj	fie
me	PRON	expl:comp	fie
fie	VERB	conj	métier
à	ADP	case	vous
vous	PRON	obl:arg	fie
.	PUNCT	punct	métier
»	PUNCT	ROOT	»
Phileas	PROPN	ROOT	Phileas
Fogg	PROPN	flat:name	Phileas
,	PUNCT	punct	Phileas
le	DET	det	corps
corps	NOUN	nmod	Phileas
droit	ADJ	amod	corps
,	PUNCT	punct	regardait
les	DET	det	jambes
jambes	NOUN	nsubj	regardait
écartées	VERB	acl	jambes
,	PUNCT	punct	jambes
d'	ADP	mark	aplomb
aplomb	NOUN	acl	jambes
comme	ADP	case	marin
un	DET	det	marin
marin	NOUN	nmod	aplomb
,	PUNCT	punct	regardait
regardait	VERB	ROOT	regardait
sans	ADP	mark	broncher
broncher	VERB	xcomp	regardait
la	DET	det	houleuse
mer	ADJ	amod	houleuse
houleuse	NOUN	obj	broncher
.	PUNCT	punct	regardait
La	DET	det	femme
jeune	ADJ	amod	femme
femme	NOUN	nsubj	émue
,	PUNCT	punct	femme
assise	VERB	acl	femme
à	ADP	case	arrière
l'	DET	det	arrière
arrière	NOUN	obl:arg	assise
,	PUNCT	punct	émue
se	PRON	expl:comp	sentait
sentait	VERB	aux:tense	émue
émue	VERB	ROOT	émue
en	ADP	mark	contemplant
contemplant	VERB	advcl	émue
cet	DET	det	océan
océan	NOUN	obj	contemplant
,	PUNCT	punct	contemplant
assombri	ADJ	conj	émue
déjà	ADV	advmod	assombri
par	ADP	case	crépuscule
le	DET	det	crépuscule
crépuscule	NOUN	obl:agent	assombri
,	PUNCT	punct	bravait
qu'	PRON	obj	bravait
elle	PRON	nsubj	bravait
bravait	VERB	conj	émue
sur	ADP	case	embarcation
une	DET	det	embarcation
frêle	ADJ	amod	embarcation
embarcation	NOUN	obl:arg	bravait
.	PUNCT	punct	émue
Au	ADP	advmod	déployaient
-	NOUN	nsubj	dessus
dessus	NOUN	fixed	Au
de	ADP	case	tête
sa	DET	det	tête
tête	NOUN	nmod	dessus
se	PRON	expl:comp	déployaient
déployaient	VERB	ROOT	déployaient
les	DET	det	voiles
voiles	NOUN	obj	déployaient
blanches	PROPN	nmod	voiles
,	PUNCT	punct	voiles
qui	PRON	nsubj	emportaient
l'	PRON	obj	emportaient
emportaient	VERB	acl:relcl	voiles
dans	ADP	case	espace
l'	DET	det	espace
espace	NOUN	obl:mod	emportaient
comme	ADP	case	ailes
de	DET	det	ailes
grandes	ADJ	amod	ailes
ailes	NOUN	obl:mod	emportaient
.	PUNCT	punct	déployaient
La	DET	det	goélette
goélette	NOUN	nmod	soulevée
,	PUNCT	punct	soulevée
soulevée	VERB	ROOT	soulevée
par	ADP	case	vent
le	DET	det	vent
vent	NOUN	obl:agent	soulevée
,	PUNCT	punct	semblait
semblait	VERB	ROOT	semblait
voler	VERB	xcomp	semblait
dans	ADP	case	air
l'	DET	det	air
air	NOUN	obl:arg	voler
.	PUNCT	punct	semblait
La	DET	det	nuit
nuit	NOUN	nsubj	vint
vint	ADJ	ROOT	vint
.	PUNCT	punct	vint
La	DET	det	lune
lune	NOUN	nsubj	entrait
entrait	VERB	ROOT	entrait
dans	ADP	case	quartier
son	DET	det	quartier
premier	ADJ	amod	quartier
quartier	NOUN	obl:mod	entrait
,	PUNCT	punct	entrait
et	CCONJ	cc	devait
son	DET	det	insuffisante
insuffisante	ADJ	amod	lumière
lumière	NOUN	nsubj	devait
devait	VERB	conj	entrait
s'	PRON	expl:comp	éteindre
éteindre	VERB	xcomp	devait
bientôt	ADV	advmod	éteindre
dans	ADP	case	brumes
les	DET	det	brumes
brumes	NOUN	obl:arg	éteindre
de	ADP	case	horizon
l'	DET	det	horizon
horizon	NOUN	nmod	brumes
.	PUNCT	punct	entrait
Des	DET	det	nuages
nuages	NOUN	nsubj	chassaient
chassaient	ADV	ROOT	chassaient
de	ADP	case	est
l'	DET	det	est
est	PROPN	obl:arg	chassaient
et	CCONJ	cc	envahissaient
envahissaient	ADV	advmod	partie
déjà	ADV	fixed	envahissaient
une	DET	det	partie
partie	NOUN	obl:mod	chassaient
du	ADP	case	ciel
ciel	NOUN	nmod	partie
.	PUNCT	punct	chassaient
Le	DET	det	pilote
pilote	NOUN	nsubj	disposé
avait	AUX	aux:tense	disposé
disposé	VERB	ROOT	disposé
ses	DET	det	feux
feux	NOUN	obj	disposé
de	ADP	case	position
position	NOUN	nmod	feux
,	PUNCT	punct	disposé
--	PUNCT	det	précaution
précaution	NOUN	ROOT	précaution
indispensable	ADJ	amod	précaution
à	ADP	mark	prendre
prendre	VERB	acl	précaution
dans	ADP	case	mers
ces	DET	det	mers
mers	NOUN	obl:mod	prendre
très	ADV	advmod	fréquentées
fréquentées	VERB	amod	mers
aux	ADP	case	approches
approches	NOUN	obl:arg	fréquentées
des	ADP	case	atterrages
atterrages	NOUN	nmod	approches
.	PUNCT	punct	précaution
Les	DET	det	rencontres
rencontres	NOUN	nsubj	rares
de	ADP	case	navires
navires	NOUN	nmod	rencontres
n'	ADV	advmod	rares
y	PRON	iobj	rares
étaient	AUX	cop	rares
pas	ADV	advmod	rares
rares	ADJ	ROOT	rares
,	PUNCT	punct	rares
et	CCONJ	cc	vitesse
,	PUNCT	punct	vitesse
avec	ADP	case	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	rares
dont	PRON	iobj	animée
elle	PRON	nsubj:pass	animée
était	AUX	aux:pass	animée
animée	VERB	acl:relcl	vitesse
,	PUNCT	punct	rares
la	DET	det	goélette
goélette	NOUN	nsubj	brisée
se	PRON	obj	brisée
fût	PRON	aux:tense	brisée
brisée	VERB	advcl	rares
au	ADP	case	choc
moindre	ADJ	amod	choc
choc	NOUN	obl:arg	brisée
.	PUNCT	punct	rares
Fix	PROPN	nsubj	rêvait
rêvait	VERB	ROOT	rêvait
à	ADP	case	avant
l'	DET	det	avant
avant	ADP	obl:arg	rêvait
de	ADP	case	embarcation
l'	DET	det	embarcation
embarcation	NOUN	obl:arg	rêvait
.	PUNCT	punct	rêvait
Il	PRON	expl:subj	tenait
se	PRON	expl:comp	tenait
tenait	VERB	ROOT	tenait
à	ADP	case	écart
l'	DET	det	écart
écart	NOUN	obl:arg	tenait
,	PUNCT	punct	tenait
sachant	VERB	advcl	tenait
Fogg	NOUN	obj	sachant
d'	ADP	case	naturel
un	DET	det	naturel
naturel	NOUN	obl:arg	sachant
peu	ADV	case	causeur
causeur	NOUN	nmod	naturel
.	PUNCT	punct	tenait
D'	ADP	case	ailleurs
ailleurs	ADV	obl:mod	répugnait
,	PUNCT	punct	répugnait
il	PRON	expl:subj	répugnait
lui	PRON	iobj	répugnait
répugnait	VERB	ROOT	répugnait
de	ADP	mark	parler
parler	VERB	xcomp	répugnait
à	ADP	case	homme
cet	DET	det	homme
homme	NOUN	obl:arg	parler
,	PUNCT	punct	parler
dont	PRON	dep	acceptait
il	PRON	nsubj	acceptait
acceptait	VERB	acl:relcl	parler
les	DET	det	services
services	NOUN	obj	acceptait
.	PUNCT	punct	répugnait
Il	PRON	nsubj	songeait
songeait	VERB	ROOT	songeait
aussi	ADV	advmod	songeait
à	ADP	case	avenir
l'	DET	det	avenir
avenir	NOUN	obl:arg	songeait
.	PUNCT	punct	songeait
Cela	PRON	nsubj	paraissait
lui	PRON	iobj	paraissait
paraissait	VERB	ROOT	paraissait
certain	ADJ	advmod	paraissait
que	SCONJ	mark	arrêterait
le	DET	det	sieur
sieur	NOUN	nsubj	arrêterait
Fogg	PROPN	flat:name	sieur
ne	ADV	advmod	arrêterait
s'	PRON	expl:comp	arrêterait
arrêterait	VERB	ccomp	paraissait
pas	ADV	advmod	arrêterait
à	ADP	case	Yokohama
Yokohama	PROPN	obl:arg	arrêterait
,	PUNCT	punct	arrêterait
qu'	PRON	mark	prendrait
il	PRON	nsubj	prendrait
prendrait	VERB	ccomp	arrêterait
immédiatement	ADV	advmod	prendrait
le	DET	det	paquebot
paquebot	NOUN	obj	prendrait
de	ADP	case	San
San	PROPN	nmod	paquebot
Francisco	PROPN	flat:name	San
afin	ADV	advmod	prendrait
d'	ADP	case	atteindre
atteindre	VERB	obl:arg	afin
l'	DET	det	Amérique
Amérique	PROPN	obj	atteindre
,	PUNCT	punct	atteindre
dont	PRON	nmod	étendue
la	DET	det	étendue
vaste	ADJ	amod	étendue
étendue	NOUN	dep	atteindre
lui	PRON	iobj	assurerait
assurerait	VERB	advcl	paraissait
l'	DET	det	impunité
impunité	NOUN	obj	assurerait
avec	ADP	case	sécurité
la	DET	det	sécurité
sécurité	NOUN	nmod	impunité
.	PUNCT	punct	paraissait
Le	DET	det	plan
plan	NOUN	ROOT	plan
de	ADP	case	Phileas
Phileas	PROPN	nmod	plan
Fogg	PROPN	nsubj	peut
lui	PRON	iobj	peut
semblait	VERB	aux:tense	peut
on	PRON	nsubj	peut
ne	ADV	advmod	peut
peut	VERB	ROOT	peut
plus	ADV	advmod	simple
simple	ADJ	xcomp	peut
.	PUNCT	punct	peut
Au	ADP	case	lieu
lieu	NOUN	obl:mod	fait
de	ADP	mark	embarquer
s'	PRON	expl:comp	embarquer
embarquer	VERB	acl	lieu
en	ADP	case	Angleterre
Angleterre	NOUN	obl:arg	embarquer
pour	ADP	case	États-Unis
les	DET	det	États-Unis
États-Unis	PROPN	obl:mod	embarquer
,	PUNCT	punct	fait
comme	ADP	case	vulgaire
un	DET	det	vulgaire
coquin	ADJ	amod	vulgaire
vulgaire	NOUN	obl:mod	fait
,	PUNCT	punct	fait
ce	DET	det	Fogg
Fogg	NOUN	nsubj	fait
avait	AUX	aux:tense	fait
fait	VERB	ROOT	fait
le	DET	det	tour
grand	ADJ	amod	tour
tour	NOUN	obj	fait
et	CCONJ	cc	traversé
traversé	VERB	conj	fait
les	DET	det	quarts
trois	NUM	nummod	quarts
quarts	NOUN	obj	traversé
du	ADP	case	globe
globe	NOUN	nmod	quarts
,	PUNCT	punct	quarts
afin	ADV	advmod	traversé
de	ADP	case	gagner
gagner	VERB	obl:arg	afin
plus	ADV	advmod	sûrement
sûrement	ADV	advmod	gagner
le	DET	det	continent
continent	NOUN	obj	gagner
américain	ADJ	amod	continent
,	PUNCT	punct	gagner
où	PRON	iobj	mangerait
il	PRON	nsubj	mangerait
mangerait	VERB	acl:relcl	gagner
tranquillement	ADV	advmod	mangerait
le	DET	det	million
million	NOUN	obj	mangerait
de	ADP	case	Banque
la	DET	det	Banque
Banque	NOUN	nmod	million
,	PUNCT	punct	afin
après	ADP	mark	dépisté
avoir	AUX	aux:tense	dépisté
dépisté	VERB	xcomp	traversé
la	DET	det	police
police	NOUN	obj	dépisté
.	PUNCT	punct	fait
Mais	CCONJ	cc	fois
une	DET	det	fois
fois	NOUN	ROOT	fois
sur	ADP	case	terre
la	DET	det	terre
terre	NOUN	nmod	fois
de	ADP	case	Union
l'	DET	det	Union
Union	PROPN	nmod	terre
,	PUNCT	punct	fois
que	PRON	obj	ferait
ferait	VERB	acl:relcl	fois
Fix	PROPN	nsubj	ferait
?	PUNCT	punct	fois
Abandonnerait	VERB	ROOT	Abandonnerait
-il	PRON	dep	Abandonnerait
cet	DET	det	homme
homme	NOUN	obj	Abandonnerait
?	PUNCT	punct	Abandonnerait
Non	ADV	advmod	non
,	PUNCT	punct	non
cent	NUM	nummod	fois
fois	NOUN	nsubj	non
non	ADV	ROOT	non
!	PUNCT	punct	non
et	CCONJ	cc	ce
jusqu'	ADP	case	ce
à	ADP	case	ce
ce	PRON	conj	non
qu'	SCONJ	mark	obtenu
il	PRON	expl:subj	obtenu
eût	AUX	iobj	obtenu
obtenu	VERB	acl:relcl	ce
un	DET	det	acte
acte	NOUN	obj	obtenu
d'	ADP	case	extradition
extradition	NOUN	nmod	acte
,	PUNCT	punct	obtenu
il	PRON	nsubj	quitterait
ne	ADV	advmod	quitterait
le	PRON	obj	quitterait
quitterait	VERB	advcl	obtenu
pas	ADV	advmod	quitterait
d'	ADP	case	semelle
une	DET	det	semelle
semelle	NOUN	obl:arg	quitterait
.	PUNCT	punct	non
C'	PRON	nsubj	devoir
était	AUX	cop	devoir
son	DET	det	devoir
devoir	NOUN	ROOT	devoir
,	PUNCT	punct	devoir
et	CCONJ	cc	accomplirait
il	PRON	expl:subj	accomplirait
l'	PRON	obj	accomplirait
accomplirait	VERB	conj	devoir
jusqu'	ADP	case	bout
au	ADP	case	bout
bout	NOUN	obl:mod	accomplirait
.	PUNCT	punct	devoir
En	ADP	case	cas
tout	DET	det	cas
cas	NOUN	obl:mod	produite
,	PUNCT	punct	produite
une	DET	det	circonstance
circonstance	NOUN	nsubj	produite
heureuse	ADJ	amod	circonstance
s'	PRON	expl:comp	produite
était	AUX	aux:tense	produite
produite	VERB	ROOT	produite
:	PUNCT	punct	produite
Passepartout	ADV	nsubj	auprès
n'	ADV	advmod	auprès
était	AUX	cop	auprès
plus	ADV	advmod	auprès
auprès	ADV	ROOT	auprès
de	ADP	case	maître
son	DET	det	maître
maître	NOUN	obl:arg	auprès
,	PUNCT	punct	auprès
et	CCONJ	cc	important
surtout	ADV	advmod	important
,	PUNCT	punct	important
après	ADP	case	confidences
les	DET	det	confidences
confidences	NOUN	obl:mod	important
de	ADP	case	Fix
Fix	PROPN	nmod	confidences
,	PUNCT	punct	important
il	PRON	expl:subj	important
était	AUX	cop	important
important	ADJ	conj	auprès
que	SCONJ	mark	revissent
le	DET	det	maître
maître	NOUN	nsubj	revissent
et	CCONJ	cc	serviteur
le	DET	det	serviteur
serviteur	NOUN	conj	maître
ne	ADV	advmod	revissent
se	PRON	obj	revissent
revissent	VERB	ccomp	important
jamais	ADV	advmod	revissent
.	PUNCT	punct	auprès
Phileas	PROPN	ROOT	Phileas
Fogg	PROPN	flat:name	Phileas
,	PUNCT	punct	Phileas
lui	PRON	nmod	Phileas
,	PUNCT	punct	plus
n'	ADV	advmod	plus
était	AUX	cop	plus
pas	ADV	advmod	non
non	ADV	advmod	plus
plus	ADV	punct	Phileas
sans	ADP	mark	songer
songer	VERB	acl	Phileas
à	ADP	case	domestique
son	DET	det	domestique
domestique	NOUN	obl:arg	songer
,	PUNCT	punct	Phileas
si	SCONJ	mark	disparu
singulièrement	AUX	aux:tense	disparu
disparu	VERB	ROOT	disparu
.	PUNCT	punct	disparu
Toutes	ADJ	det	réflexions
réflexions	NOUN	nsubj	impossible
faites	ADJ	amod	réflexions
,	PUNCT	punct	impossible
il	PRON	expl:subj	impossible
ne	ADV	advmod	impossible
lui	PRON	iobj	impossible
sembla	AUX	nsubj	impossible
pas	ADV	advmod	impossible
impossible	ADJ	ROOT	impossible
que	SCONJ	mark	embarqué
,	PUNCT	punct	embarqué
par	ADP	case	suite
suite	NOUN	obl:mod	embarqué
d'	ADP	case	malentendu
un	DET	det	malentendu
malentendu	NOUN	nmod	suite
,	PUNCT	punct	embarqué
le	DET	det	pauvre
pauvre	NOUN	nsubj	embarqué
garçon	NOUN	amod	pauvre
ne	ADV	advmod	embarqué
se	PRON	expl:comp	embarqué
fût	AUX	dep	embarqué
embarqué	VERB	ccomp	impossible
sur	ADP	case	Carnatic
le	DET	det	Carnatic
Carnatic	PROPN	obl:mod	embarqué
,	PUNCT	punct	embarqué
au	ADP	case	moment
dernier	ADJ	amod	moment
moment	NOUN	obl:mod	embarqué
.	PUNCT	punct	impossible
C'	PRON	nsubj	opinion
était	AUX	cop	opinion
aussi	ADV	advmod	opinion
l'	DET	det	opinion
opinion	NOUN	ROOT	opinion
de	ADP	case	Mrs
Mrs	PROPN	nmod	opinion
.	PUNCT	punct	opinion
Aouda	PROPN	advmod	devait
,	PUNCT	punct	Aouda
qui	PRON	nsubj	regrettait
regrettait	VERB	acl:relcl	Aouda
profondément	ADV	advmod	regrettait
cet	DET	det	honnête
honnête	NOUN	obj	regrettait
serviteur	ADJ	amod	honnête
,	PUNCT	punct	devait
auquel	VERB	dep	devait
elle	PRON	nsubj	devait
devait	VERB	ROOT	devait
tant	ADV	advmod	devait
.	PUNCT	punct	devait
Il	PRON	nsubj	pouvait
pouvait	VERB	ROOT	pouvait
donc	ADV	advmod	pouvait
se	PRON	expl:comp	faire
faire	VERB	xcomp	pouvait
qu'	SCONJ	mark	retrouvât
on	PRON	nsubj	retrouvât
le	PRON	det	retrouvât
retrouvât	NOUN	ccomp	faire
à	ADP	case	Yokohama
Yokohama	PROPN	nmod	retrouvât
,	PUNCT	punct	retrouvât
et	CCONJ	cc	aisé
,	PUNCT	punct	aisé
si	SCONJ	mark	transporté
le	DET	det	Carnatic
Carnatic	PROPN	nsubj	transporté
l'	PRON	obj	transporté
y	PRON	iobj	transporté
avait	AUX	aux:tense	transporté
transporté	VERB	advcl	aisé
,	PUNCT	punct	aisé
il	PRON	nsubj:pass	aisé
serait	AUX	aux:pass	aisé
aisé	VERB	conj	retrouvât
de	ADP	case	savoir
le	DET	det	savoir
savoir	NOUN	obl:arg	aisé
.	PUNCT	punct	pouvait
